sym,tf,side,score,score_trend,score_smc,score_osc,score_liq,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl,pnl_pct,notional,balance_at_entry
SOL/USDT,4h,SHORT,14,0,4,2,8,137.8,145.93,128.04,121.54,5.9,46.9,False,RANGING,2026-01-18 20:00:00+00:00,2026-01-21 04:00:00+00:00,127.53,TIMEOUT,True,WIN,25.18,7.27,346.39,1731.97
AVAX/USDT,4h,LONG,14,0,2,4,8,12.97,12.75,13.24,13.42,1.717,45.3,False,RANGING,2026-01-18 20:00:00+00:00,2026-01-19 04:00:00+00:00,12.75,SL,False,LOSS,-4.27,-1.7,251.47,1257.35
XRP/USDT,4h,LONG,12,0,2,2,8,1.9902,1.9649,2.0206,2.0408,1.272,44.1,False,RANGING,2026-01-18 20:00:00+00:00,2026-01-19 04:00:00+00:00,1.9649,SL,False,LOSS,-2.15,-1.27,168.85,844.24
SOL/USDT,1h,LONG,12,0,3,1,8,142.4,141.37,143.64,144.46,0.723,43.2,False,TRENDING,2026-01-18 20:00:00+00:00,2026-01-18 23:00:00+00:00,141.37,SL,False,LOSS,-3.02,-0.72,417.68,2088.4
ETH/USDT,15m,SHORT,11,0,0,3,8,3350.9,3368.8,3329.42,3315.1,0.534,53.3,False,TRENDING,2026-01-18 20:15:00+00:00,2026-01-18 23:15:00+00:00,3315.1,TP2,True,WIN,2.8,0.85,328.07,1640.36
BNB/USDT,1d,SHORT,11,0,1,2,8,923.0,959.1,879.68,850.8,3.911,59.2,False,TRENDING,2026-01-19 00:00:00+00:00,2026-01-23 00:00:00+00:00,891.3,TIMEOUT,True,WIN,7.94,4.06,195.43,977.14
XRP/USDT,1d,SHORT,13,0,3,2,8,1.9851,2.4165,1.4674,1.1223,21.732,45.1,False,RANGING,2026-01-19 00:00:00+00:00,2026-01-23 00:00:00+00:00,1.9185,TIMEOUT,False,WIN,8.46,3.35,252.29,1261.46
LINK/USDT,4h,LONG,14,0,3,3,8,12.86,12.64,13.12,13.29,1.688,36.6,False,RANGING,2026-01-19 00:00:00+00:00,2026-01-20 04:00:00+00:00,12.64,SL,False,LOSS,-5.16,-1.71,301.67,1508.36
ETH/USDT,1h,SHORT,14,0,3,6,5,3210.77,3368.8,3021.13,2894.71,4.922,35.3,False,VOLATILE,2026-01-19 00:00:00+00:00,2026-01-20 22:00:00+00:00,2894.71,TP2,True,WIN,24.37,7.88,309.48,1547.38
BTC/USDT,4h,LONG,14,0,3,3,8,92637.7,91866.4,93563.26,94180.3,0.833,38.7,False,RANGING,2026-01-19 00:00:00+00:00,2026-01-20 04:00:00+00:00,91866.4,SL,False,LOSS,-1.96,-0.83,235.54,1177.69
AVAX/USDT,2h,LONG,12,0,0,4,8,12.71,12.01,13.54,14.1,5.486,18.8,False,TRENDING,2026-01-19 02:00:00+00:00,2026-01-20 22:00:00+00:00,12.01,SL,False,LOSS,-19.71,-5.51,357.88,1789.38
XRP/USDT,2h,LONG,12,0,0,4,8,1.9656,1.8449,2.1104,2.207,6.141,19.9,False,TRENDING,2026-01-19 02:00:00+00:00,2026-01-21 06:00:00+00:00,1.9089,TIMEOUT,False,LOSS,-10.52,-2.88,364.64,1823.2
ADA/USDT,2h,LONG,12,0,0,4,8,0.3652,0.3408,0.3945,0.414,6.681,17.9,False,TRENDING,2026-01-19 02:00:00+00:00,2026-01-21 06:00:00+00:00,0.3594,TIMEOUT,False,LOSS,-8.62,-1.59,542.69,2713.44
BNB/USDT,2h,SHORT,12,0,2,2,8,924.4,959.1,882.76,855.0,3.754,29.6,False,RANGING,2026-01-19 02:00:00+00:00,2026-01-21 06:00:00+00:00,874.7,TIMEOUT,True,WIN,11.65,4.94,235.75,1178.73
ETH/USDT,2h,SHORT,12,0,2,2,8,3210.35,3368.8,3020.21,2893.45,4.936,26.5,False,RANGING,2026-01-19 02:00:00+00:00,2026-01-20 22:00:00+00:00,2893.45,TP2,True,WIN,19.15,7.9,242.46,1212.32
XRP/USDT,4h,LONG,12,0,0,4,8,1.962,1.8449,2.1025,2.1962,5.968,28.2,False,RANGING,2026-01-19 04:00:00+00:00,2026-01-21 12:00:00+00:00,1.9568,TIMEOUT,False,LOSS,-0.45,-0.27,168.42,842.09
ADA/USDT,4h,LONG,12,0,0,4,8,0.3637,0.3408,0.3912,0.4095,6.296,27.0,False,RANGING,2026-01-19 04:00:00+00:00,2026-01-21 12:00:00+00:00,0.362,TIMEOUT,False,LOSS,-2.1,-0.47,449.05,2245.26
ETH/USDT,4h,SHORT,13,0,4,1,8,3205.31,3368.8,3009.12,2878.33,5.101,37.9,False,RANGING,2026-01-19 04:00:00+00:00,2026-01-21 12:00:00+00:00,3000.96,TIMEOUT,True,WIN,15.2,6.25,243.3,1216.48
ETH/USDT,15m,SHORT,16,9,0,4,5,3210.61,3349.66,3043.75,2932.51,4.331,30.4,False,TRENDING,2026-01-19 04:15:00+00:00,2026-01-20 22:30:00+00:00,2932.51,TP2,True,WIN,22.77,6.93,328.63,1643.16
SOL/USDT,15m,SHORT,14,9,0,2,5,133.69,142.79,122.77,115.49,6.807,25.4,False,TRENDING,2026-01-19 04:15:00+00:00,2026-01-21 04:45:00+00:00,127.67,TIMEOUT,False,WIN,21.46,4.5,476.61,2383.05
BTC/USDT,15m,SHORT,15,9,0,3,5,92624.3,95449.2,89234.42,86974.5,3.05,31.8,False,TRENDING,2026-01-19 04:15:00+00:00,2026-01-21 04:45:00+00:00,89390.0,TIMEOUT,True,WIN,9.9,3.58,276.88,1384.39
XRP/USDT,15m,SHORT,10,0,3,2,5,1.9642,2.045,1.8672,1.8026,4.114,40.8,False,TRENDING,2026-01-19 04:30:00+00:00,2026-01-21 05:00:00+00:00,1.9085,TIMEOUT,False,WIN,6.94,2.84,244.67,1223.33
DOGE/USDT,15m,LONG,10,0,3,2,5,0.1273,0.1185,0.1379,0.145,6.918,27.5,False,TRENDING,2026-01-19 04:30:00+00:00,2026-01-21 05:00:00+00:00,0.1254,TIMEOUT,False,LOSS,-4.66,-1.49,312.35,1561.76
BNB/USDT,15m,SHORT,17,8,1,2,8,926.4,946.9,901.8,885.4,2.213,46.1,False,TRENDING,2026-01-19 04:30:00+00:00,2026-01-20 22:30:00+00:00,885.4,TP2,True,WIN,10.64,3.54,300.43,1502.14
ADA/USDT,15m,SHORT,11,0,1,2,8,0.364,0.3911,0.3315,0.3098,7.445,29.7,False,TRENDING,2026-01-19 04:30:00+00:00,2026-01-21 05:00:00+00:00,0.3598,TIMEOUT,False,WIN,4.45,1.15,386.07,1930.34
AVAX/USDT,15m,LONG,13,0,3,2,8,12.62,12.01,13.35,13.83,4.819,30.3,False,TRENDING,2026-01-19 04:45:00+00:00,2026-01-20 22:30:00+00:00,12.01,SL,False,LOSS,-16.71,-4.83,345.63,1728.13
BNB/USDT,30m,SHORT,14,9,0,2,5,923.2,952.9,887.56,863.8,3.217,37.2,False,TRENDING,2026-01-19 07:00:00+00:00,2026-01-21 08:00:00+00:00,871.4,TIMEOUT,True,WIN,11.18,4.74,236.1,1180.49
XRP/USDT,30m,SHORT,11,0,1,2,8,1.9555,2.0636,1.8258,1.7393,5.528,31.4,False,TRENDING,2026-01-19 07:00:00+00:00,2026-01-21 08:00:00+00:00,1.905,TIMEOUT,False,WIN,8.55,2.58,330.93,1654.63
ETH/USDT,30m,LONG,14,0,2,4,8,3198.65,3172.0,3230.63,3251.95,0.833,22.9,False,TRENDING,2026-01-19 07:00:00+00:00,2026-01-19 22:00:00+00:00,3198.65,SL_BE,True,WIN,1.21,0.5,241.96,1209.82
DOGE/USDT,30m,LONG,12,0,3,4,5,0.1271,0.1185,0.1373,0.1442,6.72,20.2,False,TRENDING,2026-01-19 07:00:00+00:00,2026-01-21 08:00:00+00:00,0.12452,TIMEOUT,False,LOSS,-11.26,-2.03,554.52,2772.58
ADA/USDT,30m,SHORT,11,0,1,2,8,0.3637,0.397,0.3237,0.2971,9.156,31.4,True,TRENDING,2026-01-19 07:30:00+00:00,2026-01-21 08:30:00+00:00,0.3583,TIMEOUT,False,WIN,4.93,1.48,331.97,1659.86
